Days,Date,Close,Net,%Chg,Open,Low,High
2193,2/17/2020,162.11,-0.26,-0.16%,162.11,162.11,162.11
2194,2/18/2020,160.87,-1.24,-0.76%,160.87,160.87,160.87
2195,2/19/2020,159.35,-1.52,-0.94%,159.35,159.35,159.35
2196,2/20/2020,158.87,-0.48,-0.30%,158.87,158.87,158.87
2197,2/21/2020,158.38,-0.49,-0.31%,158.38,158.38,158.38
2198,2/24/2020,158.39,0.01,0.01%,158.39,158.39,158.39
2199,2/25/2020,157.01,-1.38,-0.87%,157.01,157.01,157.01
2200,2/26/2020,152.42,-4.59,-2.92%,152.42,152.42,152.42
2201,2/27/2020,151.49,-0.93,-0.61%,151.49,151.49,151.49
2202,2/28/2020,148.6,-2.89,-1.91%,148.6,148.6,148.6
2203,3/2/2020,150.19,1.59,1.07%,150.19,150.19,150.19
2204,3/3/2020,153.1,2.91,1.94%,153.1,153.1,153.1
2205,3/4/2020,154.66,1.56,1.02%,154.66,154.66,154.66
2206,3/5/2020,156.6,1.94,1.25%,156.6,156.6,156.6
2207,3/6/2020,156.17,-0.43,-0.27%,156.17,156.17,156.17
2208,3/9/2020,147.98,-8.19,-5.24%,147.98,147.98,147.98
2209,3/10/2020,148.67,0.69,0.47%,148.67,148.67,148.67
2210,3/11/2020,149.17,0.5,0.34%,149.17,149.17,149.17
2211,3/12/2020,141.46,-7.71,-5.17%,141.46,141.46,141.46
2212,3/13/2020,133.66,-7.8,-5.51%,133.66,133.66,133.66
2213,3/16/2020,131.84,-1.82,-1.36%,131.84,131.84,131.84
2214,3/17/2020,133.55,1.71,1.30%,133.55,133.55,133.55
2215,3/18/2020,133.79,0.24,0.18%,133.79,133.79,133.79
2216,3/19/2020,132.86,-0.93,-0.70%,132.86,132.86,132.86
2217,3/20/2020,132.93,0.07,0.05%,132.93,132.93,132.93
2218,3/23/2020,128.21,-4.72,-3.55%,128.21,128.21,128.21
2219,3/24/2020,124.54,-3.67,-2.86%,124.54,124.54,124.54
2220,3/25/2020,124.3,-0.24,-0.19%,124.3,124.3,124.3
2221,3/26/2020,125.09,0.79,0.64%,125.09,125.09,125.09
2222,3/27/2020,127.3,2.21,1.77%,127.3,127.3,127.3
2223,3/30/2020,129.72,2.42,1.90%,129.72,129.72,129.72
2224,3/31/2020,131.92,2.2,1.70%,131.92,131.92,131.92
2225,4/1/2020,133.25,1.33,1.01%,133.25,133.25,133.25
2226,4/2/2020,136.68,3.43,2.57%,136.68,136.68,136.68
2227,4/3/2020,138.68,2,1.46%,138.68,138.68,138.68
2228,4/6/2020,135.52,-3.16,-2.28%,135.52,135.52,135.52
2229,4/7/2020,132.72,-2.8,-2.07%,132.72,132.72,132.72
2230,4/8/2020,130.96,-1.76,-1.33%,130.96,130.96,130.96
2231,4/9/2020,131.07,0.11,0.08%,131.07,131.07,131.07
2232,4/14/2020,133.59,2.52,1.92%,133.59,133.59,133.59
2233,4/15/2020,135.24,1.65,1.24%,135.24,135.24,135.24
2234,4/16/2020,134.64,-0.6,-0.44%,134.64,134.64,134.64
2235,4/17/2020,135.93,1.29,0.96%,135.93,135.93,135.93
2236,4/20/2020,137.84,1.91,1.41%,137.84,137.84,137.84
2237,4/21/2020,138.25,0.41,0.30%,138.25,138.25,138.25
2238,4/22/2020,137.07,-1.18,-0.85%,137.07,137.07,137.07
2239,4/23/2020,137.56,0.49,0.36%,137.56,137.56,137.56
2240,4/24/2020,135.78,-1.78,-1.29%,135.78,135.78,135.78
2241,4/27/2020,135.82,0.04,0.03%,135.82,135.82,135.82
2242,4/28/2020,135.96,0.14,0.10%,135.96,135.96,135.96
2243,4/29/2020,140.21,4.25,3.13%,140.21,140.21,140.21
2244,4/30/2020,139.69,-0.52,-0.37%,139.69,139.69,139.69
2245,5/4/2020,143.42,3.73,2.67%,143.42,143.42,143.42
2246,5/5/2020,145.69,2.27,1.58%,145.69,145.69,145.69
2247,5/6/2020,148.22,2.53,1.74%,148.22,148.22,148.22
2248,5/7/2020,142.8,-5.42,-3.66%,142.8,142.8,142.8
2249,5/8/2020,140.87,-1.93,-1.35%,140.87,140.87,140.87
2250,5/11/2020,140.65,-0.22,-0.16%,140.65,140.65,140.65
2251,5/12/2020,139.42,-1.23,-0.87%,139.42,139.42,139.42
2252,5/13/2020,137.37,-2.05,-1.47%,137.37,137.37,137.37
2253,5/14/2020,134.19,-3.18,-2.31%,134.19,134.19,134.19
2254,5/15/2020,135.33,1.14,0.85%,135.33,135.33,135.33
2255,5/18/2020,139.28,3.95,2.92%,139.28,139.28,139.28
2256,5/19/2020,140.68,1.4,1.01%,140.68,140.68,140.68
2257,5/20/2020,139.94,-0.74,-0.53%,139.94,139.94,139.94
2258,5/21/2020,138.66,-1.28,-0.91%,138.66,138.66,138.66
2259,5/22/2020,140.39,1.73,1.25%,140.39,140.39,140.39
2260,5/26/2020,138.94,-1.45,-1.03%,138.94,138.94,138.94
2261,5/27/2020,137.81,-1.13,-0.81%,137.81,137.81,137.81
2262,5/28/2020,136.51,-1.3,-0.94%,136.51,136.51,136.51
2263,5/29/2020,137.13,0.62,0.45%,137.13,137.13,137.13
2264,6/2/2020,137.6,0.47,0.34%,137.6,137.6,137.6
2265,6/3/2020,138.26,0.66,0.48%,138.26,138.26,138.26
2266,6/4/2020,139.59,1.33,0.96%,139.59,139.59,139.59
2267,6/5/2020,139.18,-0.41,-0.29%,139.18,139.18,139.18
2268,6/8/2020,140.74,1.56,1.12%,140.74,140.74,140.74
2269,6/9/2020,140.08,-0.66,-0.47%,140.08,140.08,140.08
2270,6/10/2020,141.04,0.96,0.69%,141.04,141.04,141.04
2271,6/11/2020,142.78,1.74,1.23%,142.78,142.78,142.78
2272,6/12/2020,142.88,0.1,0.07%,142.88,142.88,142.88
2273,6/15/2020,143.25,0.37,0.26%,143.25,143.25,143.25
2274,6/16/2020,144.74,1.49,1.04%,144.74,144.74,144.74
2275,6/17/2020,144.9,0.16,0.11%,144.9,144.9,144.9
2276,6/18/2020,144.92,0.02,0.01%,144.92,144.92,144.92
2277,6/19/2020,144.58,-0.34,-0.23%,144.58,144.58,144.58
2278,6/22/2020,142.54,-2.04,-1.41%,142.54,142.54,142.54
2279,6/23/2020,140.47,-2.07,-1.45%,140.47,140.47,140.47
2280,6/24/2020,138.46,-2.01,-1.43%,138.46,138.46,138.46
2281,6/25/2020,137.56,-0.9,-0.65%,137.56,137.56,137.56
2282,6/26/2020,137.75,0.19,0.14%,137.75,137.75,137.75
2283,6/29/2020,138.79,1.04,0.75%,138.79,138.79,138.79
2284,6/30/2020,137.68,-1.11,-0.80%,137.68,137.68,137.68
2285,7/1/2020,137.73,0.05,0.04%,137.73,137.73,137.73
2286,7/2/2020,137.77,0.04,0.03%,137.77,137.77,137.77
2287,7/3/2020,139.57,1.8,1.31%,139.57,139.57,139.57
2288,7/6/2020,137.99,-1.58,-1.13%,137.99,137.99,137.99
2289,7/7/2020,135.14,-2.85,-2.07%,135.14,135.14,135.14
2290,7/8/2020,134.4,-0.74,-0.55%,134.4,134.4,134.4
2291,7/9/2020,132.51,-1.89,-1.41%,132.51,132.51,132.51
2292,7/10/2020,132.38,-0.13,-0.10%,132.38,132.38,132.38
2293,7/13/2020,132.63,0.25,0.19%,132.63,132.63,132.63
2294,7/14/2020,131.54,-1.09,-0.82%,131.54,131.54,131.54
2295,7/15/2020,131.9,0.36,0.27%,131.9,131.9,131.9
2296,7/16/2020,131.98,0.08,0.06%,131.98,131.98,131.98
2297,7/17/2020,132.25,0.27,0.20%,132.25,132.25,132.25
2298,7/20/2020,132.22,-0.03,-0.02%,132.22,132.22,132.22
2299,7/21/2020,130.79,-1.43,-1.08%,130.79,130.79,130.79
2300,7/22/2020,131.03,0.24,0.18%,131.03,131.03,131.03
2301,7/23/2020,132.44,1.41,1.08%,132.44,132.44,132.44
2302,7/24/2020,134.59,2.15,1.62%,134.59,134.59,134.59
2303,7/27/2020,137.37,2.78,2.07%,137.37,137.37,137.37
2304,7/28/2020,134.8,-2.57,-1.87%,134.8,134.8,134.8
2305,7/29/2020,134.48,-0.32,-0.24%,134.48,134.48,134.48
