Days,Date,Close,Net,%Chg,Open,Low,High
1025,6/9/2015,162.36,-0.17,-0.10%,162.36,162.36,162.36
1026,6/10/2015,162.65,0.29,0.18%,162.65,162.65,162.65
1027,6/11/2015,162.7,0.05,0.03%,162.7,162.7,162.7
1028,6/12/2015,162.89,0.19,0.12%,162.89,162.89,162.89
1029,6/15/2015,162.75,-0.14,-0.09%,162.75,162.75,162.75
1030,6/16/2015,162.88,0.13,0.08%,162.88,162.88,162.88
1031,6/17/2015,163.02,0.14,0.09%,163.02,163.02,163.02
1032,6/18/2015,162.82,-0.2,-0.12%,162.82,162.82,162.82
1033,6/19/2015,162.4,-0.42,-0.26%,162.4,162.4,162.4
1034,6/22/2015,163.34,0.94,0.58%,163.34,163.34,163.34
1035,6/23/2015,162.27,-1.07,-0.66%,162.27,162.27,162.27
1036,6/24/2015,162.56,0.29,0.18%,162.56,162.56,162.56
1037,6/25/2015,162.68,0.12,0.07%,162.68,162.68,162.68
1038,6/26/2015,162.51,-0.17,-0.10%,162.51,162.51,162.51
1039,6/29/2015,163.08,0.57,0.35%,163.08,163.08,163.08
1040,6/30/2015,164.41,1.33,0.82%,164.41,164.41,164.41
1041,7/1/2015,163.21,-1.2,-0.73%,163.21,163.21,163.21
1042,7/2/2015,162.35,-0.86,-0.53%,162.35,162.35,162.35
1043,7/3/2015,161.5,-0.85,-0.52%,161.5,161.5,161.5
1044,7/6/2015,161.43,-0.07,-0.04%,161.43,161.43,161.43
1045,7/7/2015,162,0.57,0.35%,162,162,162
1046,7/8/2015,160.24,-1.76,-1.09%,160.24,160.24,160.24
1047,7/9/2015,159.59,-0.65,-0.41%,159.59,159.59,159.59
1048,7/10/2015,159.44,-0.15,-0.09%,159.44,159.44,159.44
1049,7/13/2015,159.29,-0.15,-0.09%,159.29,159.29,159.29
1050,7/14/2015,158.39,-0.9,-0.57%,158.39,158.39,158.39
1051,7/15/2015,158.45,0.06,0.04%,158.45,158.45,158.45
1052,7/16/2015,156.59,-1.86,-1.17%,156.59,156.59,156.59
1053,7/17/2015,155.96,-0.63,-0.40%,155.96,155.96,155.96
1054,7/20/2015,156.32,0.36,0.23%,156.32,156.32,156.32
1055,7/21/2015,156.31,-0.01,-0.01%,156.31,156.31,156.31
1056,7/22/2015,155.7,-0.61,-0.39%,155.7,155.7,155.7
1057,7/23/2015,154.25,-1.45,-0.93%,154.25,154.25,154.25
1058,7/24/2015,153.18,-1.07,-0.69%,153.18,153.18,153.18
1059,7/27/2015,153.02,-0.16,-0.10%,153.02,153.02,153.02
1060,7/28/2015,153.1,0.08,0.05%,153.1,153.1,153.1
1061,7/29/2015,152.22,-0.88,-0.57%,152.22,152.22,152.22
1062,7/30/2015,150.95,-1.27,-0.83%,150.95,150.95,150.95
1063,7/31/2015,148.39,-2.56,-1.70%,148.39,148.39,148.39
1064,8/3/2015,147.04,-1.35,-0.91%,147.04,147.04,147.04
1065,8/4/2015,146.25,-0.79,-0.54%,146.25,146.25,146.25
1066,8/5/2015,145.82,-0.43,-0.29%,145.82,145.82,145.82
1067,8/6/2015,146.43,0.61,0.42%,146.43,146.43,146.43
1068,8/7/2015,150.45,4.02,2.75%,150.45,150.45,150.45
1069,8/10/2015,153.74,3.29,2.19%,153.74,153.74,153.74
1070,8/11/2015,154.91,1.17,0.76%,154.91,154.91,154.91
1071,8/12/2015,154.61,-0.3,-0.19%,154.61,154.61,154.61
1072,8/13/2015,153.38,-1.23,-0.80%,153.38,153.38,153.38
1073,8/14/2015,152.09,-1.29,-0.84%,152.09,152.09,152.09
1074,8/17/2015,152.04,-0.05,-0.03%,152.04,152.04,152.04
1075,8/18/2015,151.63,-0.41,-0.27%,151.63,151.63,151.63
1076,8/19/2015,151.01,-0.62,-0.41%,151.01,151.01,151.01
1077,8/20/2015,150.42,-0.59,-0.39%,150.42,150.42,150.42
1078,8/21/2015,149.66,-0.76,-0.51%,149.66,149.66,149.66
1079,8/24/2015,146.4,-3.26,-2.18%,146.4,146.4,146.4
1080,8/25/2015,142.8,-3.6,-2.46%,142.8,142.8,142.8
1081,8/26/2015,139.43,-3.37,-2.36%,139.43,139.43,139.43
1082,8/27/2015,137.51,-1.92,-1.38%,137.51,137.51,137.51
1083,8/28/2015,140.18,2.67,1.94%,140.18,140.18,140.18
1084,8/31/2015,142.8,2.62,1.87%,142.8,142.8,142.8
1085,9/1/2015,143.12,0.32,0.22%,143.12,143.12,143.12
1086,9/2/2015,142.52,-0.6,-0.42%,142.52,142.52,142.52
1087,9/3/2015,144.95,2.43,1.71%,144.95,144.95,144.95
1088,9/4/2015,144.04,-0.91,-0.63%,144.04,144.04,144.04
1089,9/7/2015,145.11,1.07,0.74%,145.11,145.11,145.11
1090,9/8/2015,145.64,0.53,0.37%,145.64,145.64,145.64
1091,9/9/2015,145.51,-0.13,-0.09%,145.51,145.51,145.51
1092,9/10/2015,146.19,0.68,0.47%,146.19,146.19,146.19
1093,9/11/2015,146.46,0.27,0.18%,146.46,146.46,146.46
1094,9/14/2015,147.58,1.12,0.76%,147.58,147.58,147.58
1095,9/15/2015,149.14,1.56,1.06%,149.14,149.14,149.14
1096,9/16/2015,148.68,-0.46,-0.31%,148.68,148.68,148.68
1097,9/17/2015,148.28,-0.4,-0.27%,148.28,148.28,148.28
1098,9/18/2015,147.19,-1.09,-0.74%,147.19,147.19,147.19
1099,9/21/2015,147.27,0.08,0.05%,147.27,147.27,147.27
1100,9/22/2015,147.29,0.02,0.01%,147.29,147.29,147.29
1101,9/23/2015,147.52,0.23,0.16%,147.52,147.52,147.52
1102,9/24/2015,148.3,0.78,0.53%,148.3,148.3,148.3
1103,9/25/2015,148.32,0.02,0.01%,148.32,148.32,148.32
1104,9/28/2015,148.1,-0.22,-0.15%,148.1,148.1,148.1
1105,9/29/2015,148.1,0,0.00%,148.1,148.1,148.1
1106,9/30/2015,146.92,-1.18,-0.80%,146.92,146.92,146.92
1107,10/1/2015,145.65,-1.27,-0.86%,145.65,145.65,145.65
1108,10/2/2015,143.16,-2.49,-1.71%,143.16,143.16,143.16
1109,10/5/2015,143.42,0.26,0.18%,143.42,143.42,143.42
1110,10/6/2015,142.93,-0.49,-0.34%,142.93,142.93,142.93
1111,10/7/2015,142.7,-0.23,-0.16%,142.7,142.7,142.7
1112,10/8/2015,142.4,-0.3,-0.21%,142.4,142.4,142.4
1113,10/9/2015,141.87,-0.53,-0.37%,141.87,141.87,141.87
1114,10/12/2015,140.92,-0.95,-0.67%,140.92,140.92,140.92
1115,10/13/2015,139.87,-1.05,-0.75%,139.87,139.87,139.87
1116,10/14/2015,136.33,-3.54,-2.53%,136.33,136.33,136.33
1117,10/15/2015,135.71,-0.62,-0.45%,135.71,135.71,135.71
1118,10/16/2015,136.94,1.23,0.91%,136.94,136.94,136.94
1119,10/19/2015,138.01,1.07,0.78%,138.01,138.01,138.01
1120,10/21/2015,138.96,0.95,0.69%,138.96,138.96,138.96
1121,10/22/2015,139.43,0.47,0.34%,139.43,139.43,139.43
1122,10/23/2015,139.54,0.11,0.08%,139.54,139.54,139.54
1123,10/26/2015,138.28,-1.26,-0.90%,138.28,138.28,138.28
1124,10/27/2015,137.86,-0.42,-0.30%,137.86,137.86,137.86
1125,10/28/2015,137.99,0.13,0.09%,137.99,137.99,137.99
1126,10/29/2015,138.07,0.08,0.06%,138.07,138.07,138.07
1127,10/30/2015,137.28,-0.79,-0.57%,137.28,137.28,137.28
1128,11/2/2015,136.93,-0.35,-0.25%,136.93,136.93,136.93
1129,11/3/2015,137.27,0.34,0.25%,137.27,137.27,137.27
1130,11/4/2015,136.89,-0.38,-0.28%,136.89,136.89,136.89
1131,11/5/2015,139.42,2.53,1.85%,139.42,139.42,139.42
1132,11/6/2015,140.18,0.76,0.55%,140.18,140.18,140.18
1133,11/9/2015,140.64,0.46,0.33%,140.64,140.64,140.64
1134,11/10/2015,141.34,0.7,0.50%,141.34,141.34,141.34
1135,11/11/2015,143.12,1.78,1.26%,143.12,143.12,143.12
1136,11/12/2015,143.79,0.67,0.47%,143.79,143.79,143.79
1137,11/13/2015,143.32,-0.47,-0.33%,143.32,143.32,143.32
1138,11/16/2015,143.73,0.41,0.29%,143.73,143.73,143.73
1139,11/17/2015,144.44,0.71,0.49%,144.44,144.44,144.44
1140,11/18/2015,144.71,0.27,0.19%,144.71,144.71,144.71
1141,11/19/2015,146.31,1.6,1.11%,146.31,146.31,146.31
1142,11/20/2015,147.04,0.73,0.50%,147.04,147.04,147.04
1143,11/23/2015,147.63,0.59,0.40%,147.63,147.63,147.63
1144,11/24/2015,145.96,-1.67,-1.13%,145.96,145.96,145.96
1145,11/25/2015,145.65,-0.31,-0.21%,145.65,145.65,145.65
1146,11/27/2015,142.93,-2.72,-1.87%,142.93,142.93,142.93
1147,11/30/2015,143.47,0.54,0.38%,143.47,143.47,143.47
1148,12/1/2015,143.48,0.01,0.01%,143.48,143.48,143.48
1149,12/2/2015,144.21,0.73,0.51%,144.21,144.21,144.21
1150,12/3/2015,143.26,-0.95,-0.66%,143.26,143.26,143.26
1151,12/4/2015,143.29,0.03,0.02%,143.29,143.29,143.29
1152,12/7/2015,143.61,0.32,0.22%,143.61,143.61,143.61
1153,12/8/2015,144.04,0.43,0.30%,144.04,144.04,144.04
1154,12/9/2015,144.39,0.35,0.24%,144.39,144.39,144.39
1155,12/10/2015,144.28,-0.11,-0.08%,144.28,144.28,144.28
1156,12/11/2015,144.72,0.44,0.30%,144.72,144.72,144.72
1157,12/14/2015,144.76,0.04,0.03%,144.76,144.76,144.76
1158,12/15/2015,144.94,0.18,0.12%,144.94,144.94,144.94
1159,12/16/2015,146.08,1.14,0.79%,146.08,146.08,146.08
1160,12/17/2015,145.31,-0.77,-0.53%,145.31,145.31,145.31
1161,12/18/2015,145.55,0.24,0.17%,145.55,145.55,145.55
1162,12/21/2015,145.61,0.06,0.04%,145.61,145.61,145.61
1163,12/22/2015,144.77,-0.84,-0.58%,144.77,144.77,144.77
1164,12/23/2015,142.85,-1.92,-1.33%,142.85,142.85,142.85
1165,12/24/2015,142.51,-0.34,-0.24%,142.51,142.51,142.51
1166,12/28/2015,142.94,0.43,0.30%,142.94,142.94,142.94
1167,12/29/2015,143.97,1.03,0.72%,143.97,143.97,143.97
1168,12/30/2015,144.37,0.4,0.28%,144.37,144.37,144.37
1169,12/31/2015,145.7,1.33,0.92%,145.7,145.7,145.7
1170,1/4/2016,145.5,-0.2,-0.14%,145.5,145.5,145.5
1171,1/5/2016,145.49,-0.01,-0.01%,145.49,145.49,145.49
1172,1/6/2016,146.81,1.32,0.91%,146.81,146.81,146.81
1173,1/7/2016,146.74,-0.07,-0.05%,146.74,146.74,146.74
1174,1/8/2016,145.24,-1.5,-1.02%,145.24,145.24,145.24
1175,1/11/2016,144.23,-1.01,-0.70%,144.23,144.23,144.23
1176,1/12/2016,142.91,-1.32,-0.92%,142.91,142.91,142.91
1177,1/13/2016,142.71,-0.2,-0.14%,142.71,142.71,142.71
1178,1/14/2016,141.77,-0.94,-0.66%,141.77,141.77,141.77
1179,1/15/2016,141.86,0.09,0.06%,141.86,141.86,141.86
1180,1/18/2016,141.1,-0.76,-0.54%,141.1,141.1,141.1
1181,1/19/2016,140.69,-0.41,-0.29%,140.69,140.69,140.69
1182,1/20/2016,138.83,-1.86,-1.32%,138.83,138.83,138.83
1183,1/21/2016,137.02,-1.81,-1.30%,137.02,137.02,137.02
1184,1/22/2016,136.47,-0.55,-0.40%,136.47,136.47,136.47
1185,1/25/2016,137.13,0.66,0.48%,137.13,137.13,137.13
1186,1/26/2016,136.66,-0.47,-0.34%,136.66,136.66,136.66
1187,1/27/2016,136.55,-0.11,-0.08%,136.55,136.55,136.55
1188,1/28/2016,136.92,0.37,0.27%,136.92,136.92,136.92
1189,1/29/2016,136.81,-0.11,-0.08%,136.81,136.81,136.81
1190,2/1/2016,138.03,1.22,0.89%,138.03,138.03,138.03
1191,2/2/2016,139.65,1.62,1.17%,139.65,139.65,139.65
1192,2/3/2016,141.95,2.3,1.65%,141.95,141.95,141.95
1193,2/4/2016,140.92,-1.03,-0.73%,140.92,140.92,140.92
1194,2/5/2016,141.38,0.46,0.33%,141.38,141.38,141.38
1195,2/8/2016,141.67,0.29,0.21%,141.67,141.67,141.67
1196,2/9/2016,141.64,-0.03,-0.02%,141.64,141.64,141.64
1197,2/10/2016,140.88,-0.76,-0.54%,140.88,140.88,140.88
1198,2/11/2016,140.41,-0.47,-0.33%,140.41,140.41,140.41
1199,2/12/2016,140.49,0.08,0.06%,140.49,140.49,140.49
1200,2/15/2016,140.31,-0.18,-0.13%,140.31,140.31,140.31
1201,2/16/2016,140.24,-0.07,-0.05%,140.24,140.24,140.24
1202,2/17/2016,139.89,-0.35,-0.25%,139.89,139.89,139.89
1203,2/18/2016,139.96,0.07,0.05%,139.96,139.96,139.96
1204,2/19/2016,140.69,0.73,0.52%,140.69,140.69,140.69
1205,2/22/2016,139.64,-1.05,-0.75%,139.64,139.64,139.64
1206,2/23/2016,140.38,0.74,0.53%,140.38,140.38,140.38
1207,2/24/2016,140.52,0.14,0.10%,140.52,140.52,140.52
1208,2/25/2016,140.9,0.38,0.27%,140.9,140.9,140.9
1209,2/26/2016,141.22,0.32,0.23%,141.22,141.22,141.22
1210,2/29/2016,142.03,0.81,0.57%,142.03,142.03,142.03
1211,3/1/2016,141.8,-0.23,-0.16%,141.8,141.8,141.8
1212,3/2/2016,143.71,1.91,1.35%,143.71,143.71,143.71
1213,3/3/2016,145.21,1.5,1.04%,145.21,145.21,145.21
1214,3/4/2016,146.96,1.75,1.21%,146.96,146.96,146.96
1215,3/7/2016,147.21,0.25,0.17%,147.21,147.21,147.21
1216,3/8/2016,144.76,-2.45,-1.66%,144.76,144.76,144.76
1217,3/9/2016,144.93,0.17,0.12%,144.93,144.93,144.93
1218,3/10/2016,144.53,-0.4,-0.28%,144.53,144.53,144.53
1219,3/11/2016,144.97,0.44,0.30%,144.97,144.97,144.97
1220,3/14/2016,145.26,0.29,0.20%,145.26,145.26,145.26
1221,3/15/2016,144.84,-0.42,-0.29%,144.84,144.84,144.84
1222,3/16/2016,145.35,0.51,0.35%,145.35,145.35,145.35
1223,3/17/2016,145.72,0.37,0.25%,145.72,145.72,145.72
1224,3/18/2016,145.68,-0.04,-0.03%,145.68,145.68,145.68
1225,3/21/2016,145.07,-0.61,-0.42%,145.07,145.07,145.07
1226,3/22/2016,146.08,1.01,0.70%,146.08,146.08,146.08
1227,3/23/2016,147.24,1.16,0.79%,147.24,147.24,147.24
1228,3/24/2016,147.56,0.32,0.22%,147.56,147.56,147.56
1229,3/29/2016,147.07,-0.49,-0.33%,147.07,147.07,147.07
1230,3/30/2016,146.61,-0.46,-0.31%,146.61,146.61,146.61
1231,3/31/2016,147.44,0.83,0.57%,147.44,147.44,147.44
1232,4/1/2016,147.03,-0.41,-0.28%,147.03,147.03,147.03
1233,4/4/2016,146.88,-0.15,-0.10%,146.88,146.88,146.88
1234,4/5/2016,146.73,-0.15,-0.10%,146.73,146.73,146.73
1235,4/6/2016,146.88,0.15,0.10%,146.88,146.88,146.88
1236,4/7/2016,147.44,0.56,0.38%,147.44,147.44,147.44
1237,4/8/2016,146.5,-0.94,-0.64%,146.5,146.5,146.5
1238,4/11/2016,145.67,-0.83,-0.57%,145.67,145.67,145.67
1239,4/12/2016,144.72,-0.95,-0.65%,144.72,144.72,144.72
1240,4/13/2016,144.78,0.06,0.04%,144.78,144.78,144.78
1241,4/14/2016,145.23,0.45,0.31%,145.23,145.23,145.23
1242,4/15/2016,146.08,0.85,0.59%,146.08,146.08,146.08
1243,4/18/2016,146.31,0.23,0.16%,146.31,146.31,146.31
1244,4/19/2016,146.43,0.12,0.08%,146.43,146.43,146.43
1245,4/20/2016,146.87,0.44,0.30%,146.87,146.87,146.87
1246,4/21/2016,147.41,0.54,0.37%,147.41,147.41,147.41
1247,4/22/2016,147.55,0.14,0.09%,147.55,147.55,147.55
1248,4/25/2016,146.25,-1.3,-0.88%,146.25,146.25,146.25
1249,4/26/2016,145.69,-0.56,-0.38%,145.69,145.69,145.69
1250,4/27/2016,145.12,-0.57,-0.39%,145.12,145.12,145.12
1251,4/28/2016,146.56,1.44,0.99%,146.56,146.56,146.56
1252,4/29/2016,146.93,0.37,0.25%,146.93,146.93,146.93
1253,5/3/2016,146.47,-0.46,-0.31%,146.47,146.47,146.47
1254,5/4/2016,145.72,-0.75,-0.51%,145.72,145.72,145.72
1255,5/5/2016,145.63,-0.09,-0.06%,145.63,145.63,145.63
1256,5/6/2016,145.61,-0.02,-0.01%,145.61,145.61,145.61
1257,5/9/2016,145.64,0.03,0.02%,145.64,145.64,145.64
1258,5/10/2016,145.64,0,0.00%,145.64,145.64,145.64
1259,5/11/2016,146.21,0.57,0.39%,146.21,146.21,146.21
1260,5/12/2016,146.44,0.23,0.16%,146.44,146.44,146.44
1261,5/13/2016,146.71,0.27,0.18%,146.71,146.71,146.71
1262,5/16/2016,146.31,-0.4,-0.27%,146.31,146.31,146.31
1263,5/17/2016,145.31,-1,-0.68%,145.31,145.31,145.31
1264,5/18/2016,145.74,0.43,0.30%,145.74,145.74,145.74
1265,5/19/2016,146.33,0.59,0.40%,146.33,146.33,146.33
1266,5/20/2016,146.74,0.41,0.28%,146.74,146.74,146.74
1267,5/23/2016,146.25,-0.49,-0.33%,146.25,146.25,146.25
1268,5/24/2016,146.45,0.2,0.14%,146.45,146.45,146.45
1269,5/25/2016,146.27,-0.18,-0.12%,146.27,146.27,146.27
1270,5/26/2016,145.78,-0.49,-0.33%,145.78,145.78,145.78
1271,5/27/2016,145.54,-0.24,-0.16%,145.54,145.54,145.54
1272,5/30/2016,144.43,-1.11,-0.76%,144.43,144.43,144.43
1273,5/31/2016,143.61,-0.82,-0.57%,143.61,143.61,143.61
1274,6/2/2016,143.51,-0.1,-0.07%,143.51,143.51,143.51
1275,6/3/2016,143.49,-0.02,-0.01%,143.49,143.49,143.49
1276,6/6/2016,143.84,0.35,0.24%,143.84,143.84,143.84
1277,6/7/2016,144.63,0.79,0.55%,144.63,144.63,144.63
1278,6/8/2016,145.43,0.8,0.55%,145.43,145.43,145.43
1279,6/9/2016,146.39,0.96,0.66%,146.39,146.39,146.39
1280,6/10/2016,146.97,0.58,0.40%,146.97,146.97,146.97
1281,6/13/2016,146.25,-0.72,-0.49%,146.25,146.25,146.25
1282,6/14/2016,145.43,-0.82,-0.56%,145.43,145.43,145.43
1283,6/15/2016,146.5,1.07,0.74%,146.5,146.5,146.5
1284,6/16/2016,147.3,0.8,0.55%,147.3,147.3,147.3
1285,6/17/2016,147.44,0.14,0.10%,147.44,147.44,147.44
1286,6/20/2016,147.29,-0.15,-0.10%,147.29,147.29,147.29
1287,6/21/2016,146.37,-0.92,-0.62%,146.37,146.37,146.37
1288,6/22/2016,145.16,-1.21,-0.83%,145.16,145.16,145.16
1289,6/23/2016,144.33,-0.83,-0.57%,144.33,144.33,144.33
1290,6/24/2016,141.98,-2.35,-1.63%,141.98,141.98,141.98
1291,6/27/2016,140.53,-1.45,-1.02%,140.53,140.53,140.53
1292,6/28/2016,139.64,-0.89,-0.63%,139.64,139.64,139.64
1293,6/29/2016,139.32,-0.32,-0.23%,139.32,139.32,139.32
1294,6/30/2016,140.6,1.28,0.92%,140.6,140.6,140.6
1295,7/1/2016,140.46,-0.14,-0.10%,140.46,140.46,140.46
1296,7/4/2016,140.07,-0.39,-0.28%,140.07,140.07,140.07
1297,7/5/2016,140.23,0.16,0.11%,140.23,140.23,140.23
1298,7/8/2016,141.01,0.78,0.56%,141.01,141.01,141.01
1299,7/11/2016,140.19,-0.82,-0.58%,140.19,140.19,140.19
1300,7/12/2016,138.87,-1.32,-0.94%,138.87,138.87,138.87
1301,7/13/2016,139.17,0.3,0.22%,139.17,139.17,139.17
1302,7/14/2016,138.76,-0.41,-0.29%,138.76,138.76,138.76
1303,7/15/2016,138.3,-0.46,-0.33%,138.3,138.3,138.3
1304,7/18/2016,137.36,-0.94,-0.68%,137.36,137.36,137.36
1305,7/19/2016,137.65,0.29,0.21%,137.65,137.65,137.65
1306,7/20/2016,138.62,0.97,0.70%,138.62,138.62,138.62
1307,7/21/2016,138.82,0.2,0.14%,138.82,138.82,138.82
1308,7/22/2016,138.52,-0.3,-0.22%,138.52,138.52,138.52
1309,7/25/2016,138.75,0.23,0.17%,138.75,138.75,138.75
1310,7/26/2016,140.93,2.18,1.57%,140.93,140.93,140.93
1311,7/27/2016,141.43,0.5,0.35%,141.43,141.43,141.43
1312,7/28/2016,141.94,0.51,0.36%,141.94,141.94,141.94
1313,7/29/2016,142.39,0.45,0.32%,142.39,142.39,142.39
1314,8/1/2016,142.91,0.52,0.37%,142.91,142.91,142.91
1315,8/2/2016,144.6,1.69,1.18%,144.6,144.6,144.6
1316,8/3/2016,145.29,0.69,0.48%,145.29,145.29,145.29
1317,8/4/2016,143.39,-1.9,-1.31%,143.39,143.39,143.39
1318,8/5/2016,143.97,0.58,0.40%,143.97,143.97,143.97
1319,8/8/2016,143.44,-0.53,-0.37%,143.44,143.44,143.44
1320,8/9/2016,143.63,0.19,0.13%,143.63,143.63,143.63
1321,8/10/2016,143.93,0.3,0.21%,143.93,143.93,143.93
1322,8/11/2016,143.63,-0.3,-0.21%,143.63,143.63,143.63
1323,8/12/2016,143.86,0.23,0.16%,143.86,143.86,143.86
1324,8/15/2016,144.4,0.54,0.38%,144.4,144.4,144.4
1325,8/16/2016,146.8,2.4,1.66%,146.8,146.8,146.8
1326,8/17/2016,147.5,0.7,0.48%,147.5,147.5,147.5
1327,8/18/2016,147.32,-0.18,-0.12%,147.32,147.32,147.32
1328,8/19/2016,146.75,-0.57,-0.39%,146.75,146.75,146.75
1329,8/22/2016,144.73,-2.02,-1.38%,144.73,144.73,144.73
1330,8/23/2016,146.31,1.58,1.09%,146.31,146.31,146.31
1331,8/24/2016,146.48,0.17,0.12%,146.48,146.48,146.48
1332,8/25/2016,139.14,-7.34,-5.01%,139.14,139.14,139.14
1333,8/26/2016,134.97,-4.17,-3.00%,134.97,134.97,134.97
1334,8/29/2016,133.5,-1.47,-1.09%,133.5,133.5,133.5
1335,8/30/2016,133.32,-0.18,-0.13%,133.32,133.32,133.32
1336,8/31/2016,134.94,1.62,1.22%,134.94,134.94,134.94
1337,9/1/2016,134.47,-0.47,-0.35%,134.47,134.47,134.47
1338,9/2/2016,134.06,-0.41,-0.30%,134.06,134.06,134.06
1339,9/5/2016,129.65,-4.41,-3.29%,129.65,129.65,129.65
1340,9/6/2016,130.42,0.77,0.59%,130.42,130.42,130.42
1341,9/7/2016,130.75,0.33,0.25%,130.75,130.75,130.75
1342,9/8/2016,130.87,0.12,0.09%,130.87,130.87,130.87
1343,9/9/2016,131.49,0.62,0.47%,131.49,131.49,131.49
1344,9/13/2016,131.58,0.09,0.07%,131.58,131.58,131.58
1345,9/14/2016,131.34,-0.24,-0.18%,131.34,131.34,131.34
1346,9/15/2016,131.63,0.29,0.22%,131.63,131.63,131.63
1347,9/16/2016,131.58,-0.05,-0.04%,131.58,131.58,131.58
1348,9/19/2016,132.24,0.66,0.50%,132.24,132.24,132.24
1349,9/20/2016,132.34,0.1,0.08%,132.34,132.34,132.34
1350,9/21/2016,132.85,0.51,0.39%,132.85,132.85,132.85
1351,9/22/2016,133.45,0.6,0.45%,133.45,133.45,133.45
1352,9/23/2016,134.12,0.67,0.50%,134.12,134.12,134.12
1353,9/26/2016,134.55,0.43,0.32%,134.55,134.55,134.55
1354,9/27/2016,134.88,0.33,0.25%,134.88,134.88,134.88
1355,9/28/2016,134.82,-0.06,-0.04%,134.82,134.82,134.82
1356,9/29/2016,136.01,1.19,0.88%,136.01,136.01,136.01
1357,9/30/2016,136.75,0.74,0.54%,136.75,136.75,136.75
1358,10/3/2016,138.15,1.4,1.02%,138.15,138.15,138.15
1359,10/4/2016,137.71,-0.44,-0.32%,137.71,137.71,137.71
1360,10/5/2016,137.74,0.03,0.02%,137.74,137.74,137.74
1361,10/6/2016,137.53,-0.21,-0.15%,137.53,137.53,137.53
1362,10/7/2016,138.17,0.64,0.47%,138.17,138.17,138.17
1363,10/10/2016,138.15,-0.02,-0.01%,138.15,138.15,138.15
1364,10/11/2016,131.62,-6.53,-4.73%,131.62,131.62,131.62
1365,10/12/2016,137.03,5.41,4.11%,137.03,137.03,137.03
1366,10/13/2016,137.15,0.12,0.09%,137.15,137.15,137.15
1367,10/14/2016,137.53,0.38,0.28%,137.53,137.53,137.53
1368,10/17/2016,136.39,-1.14,-0.83%,136.39,136.39,136.39
1369,10/18/2016,136.63,0.24,0.18%,136.63,136.63,136.63
1370,10/19/2016,136.13,-0.5,-0.37%,136.13,136.13,136.13
1371,10/21/2016,135.79,-0.34,-0.25%,135.79,135.79,135.79
1372,10/24/2016,136.81,1.02,0.75%,136.81,136.81,136.81
1373,10/25/2016,136.64,-0.17,-0.12%,136.64,136.64,136.64
1374,10/26/2016,136.58,-0.06,-0.04%,136.58,136.58,136.58
1375,10/27/2016,136.82,0.24,0.18%,136.82,136.82,136.82
1376,10/28/2016,137.04,0.22,0.16%,137.04,137.04,137.04
1377,10/31/2016,137.04,0,0.00%,137.04,137.04,137.04
1378,11/1/2016,138.31,1.27,0.93%,138.31,138.31,138.31
1379,11/2/2016,139.76,1.45,1.05%,139.76,139.76,139.76
1380,11/3/2016,141.33,1.57,1.12%,141.33,141.33,141.33
1381,11/4/2016,141.5,0.17,0.12%,141.5,141.5,141.5
1382,11/7/2016,140.49,-1.01,-0.71%,140.49,140.49,140.49
1383,11/8/2016,139.8,-0.69,-0.49%,139.8,139.8,139.8
1384,11/9/2016,138.55,-1.25,-0.89%,138.55,138.55,138.55
1385,11/10/2016,139.89,1.34,0.97%,139.89,139.89,139.89
1386,11/11/2016,140.01,0.12,0.09%,140.01,140.01,140.01
1387,11/14/2016,139.38,-0.63,-0.45%,139.38,139.38,139.38
1388,11/15/2016,139.09,-0.29,-0.21%,139.09,139.09,139.09
1389,11/16/2016,140.06,0.97,0.70%,140.06,140.06,140.06
1390,11/17/2016,139.96,-0.1,-0.07%,139.96,139.96,139.96
1391,11/18/2016,138.73,-1.23,-0.88%,138.73,138.73,138.73
1392,11/21/2016,138.2,-0.53,-0.38%,138.2,138.2,138.2
1393,11/22/2016,138.01,-0.19,-0.14%,138.01,138.01,138.01
1394,11/23/2016,137.93,-0.08,-0.06%,137.93,137.93,137.93
1395,11/24/2016,138.39,0.46,0.33%,138.39,138.39,138.39
1396,11/25/2016,137.4,-0.99,-0.72%,137.4,137.4,137.4
1397,11/28/2016,136.84,-0.56,-0.41%,136.84,136.84,136.84
1398,11/29/2016,136.55,-0.29,-0.21%,136.55,136.55,136.55
1399,11/30/2016,136.61,0.06,0.04%,136.61,136.61,136.61
1400,12/1/2016,136.74,0.13,0.10%,136.74,136.74,136.74
1401,12/2/2016,136.43,-0.31,-0.23%,136.43,136.43,136.43
1402,12/5/2016,136.08,-0.35,-0.26%,136.08,136.08,136.08
1403,12/6/2016,135.17,-0.91,-0.67%,135.17,135.17,135.17
1404,12/7/2016,134.67,-0.5,-0.37%,134.67,134.67,134.67
1405,12/8/2016,133.7,-0.97,-0.72%,133.7,133.7,133.7
1406,12/9/2016,132.25,-1.45,-1.08%,132.25,132.25,132.25
1407,12/13/2016,131.87,-0.38,-0.29%,131.87,131.87,131.87
1408,12/14/2016,131.63,-0.24,-0.18%,131.63,131.63,131.63
1409,12/15/2016,130.95,-0.68,-0.52%,130.95,130.95,130.95
1410,12/16/2016,130.81,-0.14,-0.11%,130.81,130.81,130.81
1411,12/19/2016,131.06,0.25,0.19%,131.06,131.06,131.06
1412,12/20/2016,131.01,-0.05,-0.04%,131.01,131.01,131.01
